,id,balls_played,total_runs,is_wicket,fantasy_point_batting,balls_bowled,wicket_taken,fantasy_point_bowling,total_fantasy_points
A Nehra,829809,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
A Nehra,829817,2.0,0.0,1.0,-2.0,27.0,1.0,25.0,23.0
A Nehra,829821,0.0,0.0,0.0,0.0,25.0,3.0,75.0,75.0
A Nehra,829823,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Nehra,980907,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
A Nehra,980943,0.0,0.0,0.0,0.0,44.0,1.0,25.0,25.0
A Nehra,980953,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Nehra,980967,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
A Nehra,980973,0.0,0.0,0.0,0.0,36.0,3.0,75.0,75.0
A Nehra,980979,0.0,0.0,0.0,0.0,48.0,5.0,125.0,125.0
A Nehra,980983,1.0,1.0,0.0,1.0,36.0,1.0,25.0,26.0
A Nehra,980991,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
A Nehra,1082591,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Nehra,1082596,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Nehra,1082600,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Nehra,1082604,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
A Nehra,1082623,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Nehra,1082634,0.0,0.0,0.0,0.0,8.0,1.0,25.0,25.0
A Nel,336032,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Nortje,1216493,1.0,3.0,0.0,3.0,48.0,0.0,0.0,3.0
A Nortje,1216497,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Nortje,1216500,0.0,0.0,0.0,0.0,52.0,1.0,25.0,25.0
A Nortje,1216505,0.0,0.0,0.0,0.0,24.0,4.0,100.0,100.0
A Nortje,1216509,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
A Nortje,1216515,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Nortje,1216519,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Nortje,1216524,6.0,1.0,1.0,-1.0,27.0,1.0,25.0,24.0
A Nortje,1216529,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Nortje,1216532,4.0,3.0,0.0,3.0,24.0,0.0,0.0,3.0
A Nortje,1216535,0.0,0.0,0.0,0.0,28.0,1.0,25.0,25.0
A Nortje,1216539,0.0,0.0,0.0,0.0,54.0,2.0,50.0,50.0
A Nortje,1216543,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Nortje,1237177,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Nortje,1237180,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
A Nortje,1237181,0.0,0.0,0.0,0.0,32.0,2.0,50.0,50.0
A Singh,392210,0.0,0.0,0.0,0.0,48.0,3.0,75.0,75.0
A Singh,392213,0.0,0.0,0.0,0.0,26.0,4.0,100.0,100.0
A Singh,392217,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
A Singh,392230,2.0,0.0,1.0,-2.0,18.0,0.0,0.0,-2.0
A Singh,392233,2.0,1.0,0.0,1.0,42.0,1.0,25.0,26.0
A Singh,501199,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
A Singh,501204,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Singh,501209,0.0,0.0,0.0,0.0,32.0,1.0,25.0,25.0
A Singh,501214,2.0,0.0,1.0,-2.0,12.0,0.0,0.0,-2.0
A Singh,501225,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Singh,501231,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Singh,501235,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Singh,501249,4.0,1.0,1.0,-1.0,24.0,1.0,25.0,24.0
A Singh,501263,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
A Singh,548309,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
A Singh,548312,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Singh,548317,6.0,1.0,1.0,-1.0,24.0,2.0,50.0,49.0
A Singh,548320,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Singh,548324,0.0,0.0,0.0,0.0,46.0,2.0,50.0,50.0
A Singh,548326,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
A Singh,548332,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
A Singh,548345,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Singh,548349,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
A Symonds,335986,41.0,41.0,1.0,39.0,30.0,0.0,0.0,39.0
A Symonds,335988,13.0,14.0,1.0,12.0,24.0,0.0,0.0,12.0
A Symonds,335990,57.0,147.0,0.0,147.0,34.0,0.0,0.0,147.0
A Symonds,392216,37.0,73.0,0.0,73.0,14.0,0.0,0.0,73.0
A Symonds,392220,19.0,34.0,1.0,32.0,48.0,0.0,0.0,32.0
A Symonds,392223,46.0,50.0,1.0,48.0,19.0,1.0,25.0,73.0
A Symonds,392228,26.0,21.0,2.0,17.0,24.0,2.0,50.0,67.0
A Symonds,392229,52.0,28.0,1.0,26.0,13.0,2.0,50.0,76.0
A Symonds,392236,34.0,23.0,1.0,21.0,24.0,1.0,25.0,46.0
A Symonds,392237,30.0,28.0,1.0,26.0,18.0,1.0,25.0,51.0
A Symonds,392239,21.0,39.0,1.0,37.0,36.0,2.0,50.0,87.0
A Symonds,419106,18.0,10.0,1.0,8.0,26.0,0.0,0.0,8.0
A Symonds,419110,46.0,62.0,1.0,60.0,36.0,2.0,50.0,110.0
A Symonds,419117,38.0,62.0,1.0,60.0,48.0,1.0,25.0,85.0
A Symonds,419120,24.0,42.0,1.0,40.0,50.0,3.0,75.0,115.0
A Symonds,419126,15.0,26.0,0.0,26.0,24.0,1.0,25.0,51.0
A Symonds,419130,14.0,3.0,1.0,1.0,25.0,0.0,0.0,1.0
A Symonds,419135,78.0,52.0,1.0,50.0,24.0,2.0,50.0,100.0
A Symonds,419138,38.0,25.0,1.0,23.0,25.0,0.0,0.0,23.0
A Symonds,419141,40.0,18.0,1.0,16.0,12.0,0.0,0.0,16.0
A Symonds,419145,50.0,65.0,0.0,65.0,19.0,1.0,25.0,90.0
A Symonds,419147,50.0,36.0,0.0,36.0,24.0,1.0,25.0,61.0
A Symonds,419151,21.0,22.0,1.0,20.0,48.0,1.0,25.0,45.0
A Symonds,419156,14.0,5.0,1.0,3.0,12.0,0.0,0.0,3.0
A Symonds,419160,30.0,67.0,1.0,65.0,24.0,0.0,0.0,65.0
A Symonds,419163,46.0,31.0,1.0,29.0,25.0,1.0,25.0,54.0
A Symonds,419164,8.0,2.0,1.0,0.0,36.0,0.0,0.0,0.0
A Symonds,501218,30.0,18.0,0.0,18.0,0.0,0.0,0.0,18.0
A Symonds,501221,29.0,40.0,0.0,40.0,0.0,0.0,0.0,40.0
A Symonds,501224,33.0,52.0,0.0,52.0,0.0,0.0,0.0,52.0
A Symonds,501231,27.0,20.0,1.0,18.0,0.0,0.0,0.0,18.0
A Symonds,501237,6.0,4.0,0.0,4.0,12.0,1.0,25.0,29.0
A Symonds,501241,3.0,3.0,1.0,1.0,12.0,0.0,0.0,1.0
A Symonds,501246,4.0,4.0,0.0,4.0,24.0,0.0,0.0,4.0
A Symonds,501251,14.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
A Symonds,501256,38.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
A Uniyal,419107,2.0,0.0,1.0,-2.0,26.0,3.0,75.0,73.0
A Uniyal,419111,6.0,4.0,0.0,4.0,24.0,0.0,0.0,4.0
A Zampa,980969,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
A Zampa,980979,2.0,0.0,1.0,-2.0,24.0,6.0,150.0,148.0
A Zampa,980989,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
A Zampa,980997,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
A Zampa,981005,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
A Zampa,1082592,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
A Zampa,1082599,14.0,6.0,1.0,4.0,24.0,1.0,25.0,29.0
A Zampa,1082642,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
A Zampa,1082645,0.0,0.0,0.0,0.0,23.0,2.0,50.0,50.0
A Zampa,1082647,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
A Zampa,1082650,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
A Zampa,1216514,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
A Zampa,1216547,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
A Zampa,1237178,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
AA Bilakhia,392196,28.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0
AA Bilakhia,392201,28.0,29.0,1.0,27.0,0.0,0.0,0.0,27.0
AA Bilakhia,392205,5.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0
AA Bilakhia,392236,16.0,18.0,0.0,18.0,0.0,0.0,0.0,18.0
AA Bilakhia,392237,42.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
AA Bilakhia,392239,8.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
AA Bilakhia,419141,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
AA Chavan,501258,3.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0
AA Chavan,501263,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
AA Chavan,548309,0.0,0.0,0.0,0.0,36.0,2.0,50.0,50.0
AA Chavan,548312,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
AA Chavan,548317,4.0,5.0,1.0,3.0,24.0,1.0,25.0,28.0
AA Chavan,548320,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
AA Chavan,548345,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
AA Chavan,548349,6.0,8.0,0.0,8.0,48.0,1.0,25.0,33.0
AA Chavan,548354,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
AA Chavan,548358,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
AA Chavan,598019,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
AA Chavan,598043,0.0,0.0,0.0,0.0,38.0,1.0,25.0,25.0
AA Chavan,598063,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
AA Jhunjhunwala,419107,22.0,17.0,1.0,15.0,12.0,0.0,0.0,15.0
AA Jhunjhunwala,419111,48.0,63.0,1.0,61.0,2.0,0.0,0.0,61.0
AA Jhunjhunwala,419115,7.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
AA Jhunjhunwala,419118,37.0,51.0,2.0,47.0,0.0,0.0,0.0,47.0
AA Jhunjhunwala,419126,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
AA Jhunjhunwala,419129,6.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
AA Jhunjhunwala,419134,12.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0
AA Jhunjhunwala,419137,8.0,12.0,1.0,10.0,12.0,0.0,0.0,10.0
AA Jhunjhunwala,419141,8.0,12.0,1.0,10.0,0.0,0.0,0.0,10.0
AA Jhunjhunwala,419150,46.0,25.0,1.0,23.0,6.0,0.0,0.0,23.0
AA Jhunjhunwala,419154,22.0,15.0,1.0,13.0,0.0,0.0,0.0,13.0
AA Jhunjhunwala,501213,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
AA Jhunjhunwala,501241,32.0,19.0,1.0,17.0,0.0,0.0,0.0,17.0
AA Jhunjhunwala,501248,6.0,1.0,1.0,-1.0,6.0,0.0,0.0,-1.0
AA Jhunjhunwala,548321,6.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
AA Jhunjhunwala,548352,2.0,1.0,0.0,1.0,18.0,1.0,25.0,26.0
AA Jhunjhunwala,548359,40.0,21.0,1.0,19.0,12.0,0.0,0.0,19.0
AA Jhunjhunwala,548366,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
AA Kazi,501252,0.0,0.0,0.0,0.0,13.0,1.0,25.0,25.0
AA Noffke,335982,24.0,12.0,1.0,10.0,25.0,1.0,25.0,35.0
AB Agarkar,335982,0.0,0.0,0.0,0.0,56.0,3.0,75.0,75.0
AB Agarkar,335986,0.0,0.0,0.0,0.0,12.0,2.0,50.0,50.0
AB Agarkar,335993,9.0,13.0,1.0,11.0,36.0,1.0,25.0,36.0
AB Agarkar,335997,7.0,3.0,1.0,1.0,56.0,1.0,25.0,26.0
AB Agarkar,336000,30.0,27.0,1.0,25.0,24.0,1.0,25.0,50.0
AB Agarkar,336003,4.0,2.0,0.0,2.0,19.0,0.0,0.0,2.0
AB Agarkar,336021,14.0,17.0,1.0,15.0,16.0,0.0,0.0,15.0
AB Agarkar,336025,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
AB Agarkar,336027,2.0,6.0,0.0,6.0,36.0,0.0,0.0,6.0
AB Agarkar,392184,3.0,9.0,1.0,7.0,14.0,0.0,0.0,7.0
AB Agarkar,392190,2.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0
AB Agarkar,392199,8.0,7.0,0.0,7.0,32.0,0.0,0.0,7.0
AB Agarkar,392203,0.0,0.0,0.0,0.0,7.0,1.0,25.0,25.0
AB Agarkar,392207,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
AB Agarkar,392211,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
AB Agarkar,392219,29.0,48.0,1.0,46.0,38.0,0.0,0.0,46.0
AB Agarkar,392221,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
AB Agarkar,392228,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
AB Agarkar,392231,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
AB Agarkar,392233,34.0,14.0,0.0,14.0,24.0,3.0,75.0,89.0
AB Agarkar,419127,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
AB Agarkar,419131,26.0,19.0,1.0,17.0,13.0,0.0,0.0,17.0
AB Agarkar,419135,5.0,9.0,0.0,9.0,50.0,1.0,25.0,34.0
AB Agarkar,419139,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
AB Agarkar,419144,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
AB Agarkar,419148,7.0,7.0,0.0,7.0,36.0,0.0,0.0,7.0
AB Agarkar,419153,5.0,11.0,0.0,11.0,26.0,0.0,0.0,11.0
AB Agarkar,501223,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
AB Agarkar,501230,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
AB Agarkar,501233,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
AB Agarkar,501238,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
AB Agarkar,501243,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
AB Agarkar,501246,14.0,11.0,0.0,11.0,24.0,0.0,0.0,11.0
AB Agarkar,501253,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
AB Agarkar,548321,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
AB Agarkar,548325,0.0,0.0,0.0,0.0,21.0,3.0,75.0,75.0
AB Agarkar,548342,0.0,0.0,0.0,0.0,50.0,1.0,25.0,25.0
AB Agarkar,548345,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
AB Agarkar,598020,14.0,3.0,1.0,1.0,26.0,0.0,0.0,1.0
AB Agarkar,598024,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
AB Agarkar,598049,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
AB Agarkar,598059,9.0,9.0,0.0,9.0,12.0,0.0,0.0,9.0
AB Barath,419117,20.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
AB Barath,419146,56.0,41.0,1.0,39.0,0.0,0.0,0.0,39.0
AB Barath,419149,10.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0
AB Dinda,335982,0.0,0.0,0.0,0.0,40.0,2.0,50.0,50.0
AB Dinda,335986,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
AB Dinda,335993,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
AB Dinda,335997,0.0,0.0,0.0,0.0,48.0,1.0,25.0,25.0
AB Dinda,336000,6.0,2.0,1.0,0.0,26.0,0.0,0.0,0.0
AB Dinda,336003,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
AB Dinda,336010,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
AB Dinda,336014,0.0,0.0,0.0,0.0,50.0,3.0,75.0,75.0
AB Dinda,336017,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
AB Dinda,336021,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
AB Dinda,336025,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
AB Dinda,336027,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
AB Dinda,336035,0.0,0.0,0.0,0.0,12.0,1.0,25.0,25.0
AB Dinda,392184,2.0,2.0,1.0,0.0,36.0,2.0,50.0,50.0
AB Dinda,392186,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
AB Dinda,392197,2.0,0.0,1.0,-2.0,13.0,0.0,0.0,-2.0
AB Dinda,392203,0.0,0.0,0.0,0.0,19.0,1.0,25.0,25.0
AB Dinda,392207,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
AB Dinda,392211,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
AB Dinda,392231,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
AB Dinda,392233,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
AB Dinda,419118,0.0,0.0,0.0,0.0,24.0,2.0,50.0,50.0
AB Dinda,419127,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
AB Dinda,419144,0.0,0.0,0.0,0.0,50.0,3.0,75.0,75.0
AB Dinda,419148,1.0,0.0,1.0,-2.0,38.0,2.0,50.0,48.0
AB Dinda,419153,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
AB Dinda,419158,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
AB Dinda,419161,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
AB Dinda,501201,5.0,0.0,1.0,-2.0,24.0,0.0,0.0,-2.0
AB Dinda,501204,0.0,0.0,0.0,0.0,46.0,1.0,25.0,25.0
AB Dinda,501213,0.0,0.0,0.0,0.0,25.0,2.0,50.0,50.0
AB Dinda,501216,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
AB Dinda,501227,0.0,0.0,0.0,0.0,46.0,1.0,25.0,25.0
AB Dinda,548308,0.0,0.0,0.0,0.0,52.0,4.0,100.0,100.0
AB Dinda,548313,0.0,0.0,0.0,0.0,38.0,2.0,50.0,50.0
AB Dinda,548319,5.0,3.0,0.0,3.0,36.0,1.0,25.0,28.0
AB Dinda,548322,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
AB Dinda,548327,0.0,0.0,0.0,0.0,54.0,1.0,25.0,25.0
AB Dinda,548351,0.0,0.0,0.0,0.0,25.0,1.0,25.0,25.0
AB Dinda,548353,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
AB Dinda,598000,4.0,0.0,1.0,-2.0,25.0,2.0,50.0,48.0
AB Dinda,598003,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
AB Dinda,598009,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
AB Dinda,598011,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
AB Dinda,598015,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
AB Dinda,598018,2.0,0.0,1.0,-2.0,26.0,2.0,50.0,48.0
AB Dinda,598025,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
AB Dinda,598027,2.0,1.0,0.0,1.0,26.0,3.0,75.0,76.0
AB Dinda,598035,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
AB Dinda,598038,4.0,2.0,0.0,2.0,24.0,0.0,0.0,2.0
AB Dinda,598042,10.0,7.0,0.0,7.0,24.0,2.0,50.0,57.0
AB Dinda,598055,0.0,0.0,0.0,0.0,48.0,2.0,50.0,50.0
AB Dinda,598067,0.0,0.0,0.0,0.0,50.0,2.0,50.0,50.0
AB Dinda,729281,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
AB Dinda,729287,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
AB Dinda,729299,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
AB Dinda,729305,3.0,0.0,1.0,-2.0,24.0,0.0,0.0,-2.0
AB Dinda,729313,5.0,2.0,0.0,2.0,36.0,1.0,25.0,27.0
AB Dinda,733977,0.0,0.0,0.0,0.0,24.0,1.0,25.0,25.0
AB Dinda,733983,10.0,3.0,0.0,3.0,20.0,1.0,25.0,28.0
AB Dinda,733999,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
AB Dinda,734027,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
AB Dinda,829807,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
AB Dinda,829813,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
AB Dinda,980943,0.0,0.0,0.0,0.0,26.0,4.0,100.0,100.0
AB Dinda,980949,0.0,0.0,0.0,0.0,54.0,3.0,75.0,75.0
AB Dinda,980957,0.0,0.0,0.0,0.0,38.0,1.0,25.0,25.0
AB Dinda,980965,0.0,0.0,0.0,0.0,26.0,1.0,25.0,25.0
AB Dinda,980969,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
AB Dinda,980979,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
AB Dinda,980989,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
AB Dinda,980997,0.0,0.0,0.0,0.0,24.0,3.0,75.0,75.0
AB Dinda,981005,0.0,0.0,0.0,0.0,18.0,1.0,25.0,25.0
AB Dinda,1082592,0.0,0.0,0.0,0.0,27.0,1.0,25.0,25.0
AB Dinda,1082594,0.0,0.0,0.0,0.0,36.0,1.0,25.0,25.0
AB Dinda,1082599,16.0,9.0,1.0,7.0,20.0,0.0,0.0,7.0
AB McDonald,392232,4.0,3.0,1.0,1.0,36.0,0.0,0.0,1.0
AB McDonald,419128,14.0,24.0,0.0,24.0,48.0,4.0,100.0,124.0
AB McDonald,419131,0.0,0.0,0.0,0.0,50.0,3.0,75.0,75.0
AB McDonald,419134,9.0,17.0,0.0,17.0,24.0,0.0,0.0,17.0
AB McDonald,419152,62.0,35.0,0.0,35.0,24.0,1.0,25.0,60.0
AB McDonald,501253,14.0,8.0,1.0,6.0,12.0,0.0,0.0,6.0
AB McDonald,548310,19.0,39.0,1.0,37.0,24.0,1.0,25.0,62.0
AB McDonald,548331,12.0,9.0,0.0,9.0,25.0,2.0,50.0,59.0
AB McDonald,548350,11.0,12.0,1.0,10.0,48.0,2.0,50.0,60.0
AB McDonald,598017,4.0,0.0,1.0,-2.0,12.0,1.0,25.0,23.0
AB de Villiers,336001,44.0,29.0,0.0,29.0,0.0,0.0,0.0,29.0
AB de Villiers,336004,34.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0
AB de Villiers,336009,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
AB de Villiers,336015,23.0,23.0,1.0,21.0,0.0,0.0,0.0,21.0
AB de Villiers,336017,24.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0
AB de Villiers,336026,50.0,22.0,1.0,20.0,0.0,0.0,0.0,20.0
AB de Villiers,392189,54.0,122.0,0.0,122.0,0.0,0.0,0.0,122.0
AB de Villiers,392194,46.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
AB de Villiers,392198,41.0,58.0,1.0,56.0,0.0,0.0,0.0,56.0
AB de Villiers,392201,18.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
AB de Villiers,392206,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
AB de Villiers,392215,76.0,58.0,0.0,58.0,0.0,0.0,0.0,58.0
AB de Villiers,392219,66.0,48.0,0.0,48.0,0.0,0.0,0.0,48.0
AB de Villiers,392223,36.0,50.0,1.0,48.0,0.0,0.0,0.0,48.0
AB de Villiers,392226,12.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
AB de Villiers,392230,55.0,88.0,0.0,88.0,0.0,0.0,0.0,88.0
AB de Villiers,392232,29.0,31.0,1.0,29.0,0.0,0.0,0.0,29.0
AB de Villiers,392235,14.0,8.0,1.0,6.0,0.0,0.0,0.0,6.0
AB de Villiers,392237,21.0,30.0,1.0,28.0,0.0,0.0,0.0,28.0
AB de Villiers,419108,30.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0
AB de Villiers,419111,52.0,17.0,1.0,15.0,0.0,0.0,0.0,15.0
AB de Villiers,419114,22.0,14.0,1.0,12.0,0.0,0.0,0.0,12.0
AB de Villiers,419116,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
AB de Villiers,419120,52.0,30.0,2.0,26.0,0.0,0.0,0.0,26.0
AB de Villiers,419128,35.0,48.0,1.0,46.0,0.0,0.0,0.0,46.0
AB de Villiers,419152,14.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
AB de Villiers,501200,82.0,66.0,0.0,66.0,0.0,0.0,0.0,66.0
AB de Villiers,501205,37.0,49.0,1.0,47.0,0.0,0.0,0.0,47.0
AB de Villiers,501208,14.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
AB de Villiers,501211,90.0,78.0,1.0,76.0,0.0,0.0,0.0,76.0
AB de Villiers,501227,4.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0
AB de Villiers,501232,20.0,29.0,1.0,27.0,0.0,0.0,0.0,27.0
AB de Villiers,501244,14.0,35.0,0.0,35.0,0.0,0.0,0.0,35.0
AB de Villiers,501255,28.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0
AB de Villiers,501260,54.0,39.0,1.0,37.0,0.0,0.0,0.0,37.0
AB de Villiers,501266,6.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
AB de Villiers,501268,10.0,13.0,1.0,11.0,0.0,0.0,0.0,11.0
AB de Villiers,501270,16.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0
AB de Villiers,501271,24.0,21.0,1.0,19.0,0.0,0.0,0.0,19.0
AB de Villiers,548310,42.0,76.0,0.0,76.0,0.0,0.0,0.0,76.0
AB de Villiers,548315,20.0,11.0,1.0,9.0,0.0,0.0,0.0,9.0
AB de Villiers,548318,3.0,6.0,1.0,4.0,0.0,0.0,0.0,4.0
AB de Villiers,548324,20.0,9.0,1.0,7.0,0.0,0.0,0.0,7.0
AB de Villiers,548327,28.0,41.0,0.0,41.0,0.0,0.0,0.0,41.0
AB de Villiers,548331,82.0,60.0,1.0,58.0,0.0,0.0,0.0,58.0
AB de Villiers,548336,24.0,75.0,0.0,75.0,0.0,0.0,0.0,75.0
AB de Villiers,548344,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0
